2	0.0765018651399	0.0793277737614	0.0794734626399	
4	0.0486745345536	0.0463807107005	0.0470730433106	
6	0.0358233774823	0.0357777838336	0.0356918761204	
8	0.0281289356436	0.0310853176542	0.0308323614395	
10	0.0267522923721	0.0282896943786	0.0281658876869	
12	0.0212202240519	0.0209800771493	0.023790661533	
14	0.0212018152728	0.020329217035	0.0211460524801	
16	0.0127198366051	0.0175103248308	0.0198056659468	
18	0.0156742015686	0.0182772481676	0.0196342417368	
20	0.0130235446258	0.0166368986578	0.0170639744081	
