2	0.0941236204166	0.0823843176485	0.0987811857944	0.102111432704	0.098083902034	0.101922488707	0.103269967165	0.102656020431	0.101988439481	0.100836375823	0.102753906724	0.102296817678	
4	0.0523413805411	0.0684006840416	0.069291856618	0.0731062907806	0.0704855970382	0.072442865805	0.121698945095	0.117261340712	0.112531527702	0.108458736147	0.105465233321	0.102847382346	
6	0.0565748954854	0.0607535362881	0.0604567095531	0.0608587822768	0.0994129509152	0.0932384190485	0.0882413305543	0.0846576180099	0.0818815073867	0.0796904764042	0.077698119873	0.0758630312727	
8	0.051952879068	0.0551283525016	0.0551851114443	0.0842908775979	0.0773848703173	0.0735704286685	0.069479539359	0.0677894363535	0.0654127298711	0.0643084481473	0.063630875306	0.0629984069622	
10	0.0432966370196	0.047775246066	0.0766631256385	0.0694009954646	0.0640947119158	0.0610660918346	0.0586267014351	0.0569739814899	0.0557630162683	0.0548606968764	0.0539394617593	0.053309974338	
12	0.0458597978702	0.0477251502784	0.0681722938634	0.0622062056776	0.0575570305127	0.0544538543092	0.053226435144	0.052218992568	0.0511432971764	0.0498136798451	0.048540301545	0.0480400758192	
14	0.0418802635493	0.0677508344665	0.0594679161493	0.0536273650198	0.0503370655341	0.0483444618168	0.0474753729791	0.0462633006335	0.0451457005814	0.0448361590538	0.0438450509265	0.0433918665756	
16	0.0385123847231	0.0629362706043	0.0550898309517	0.0501299991632	0.0470597687764	0.0462007267864	0.0445751489987	0.042963279473	0.0424288737683	0.0414808138471	0.0415194178221	0.0410378939535	
18	0.036135086634	0.0523117978926	0.0466636225397	0.0429116861802	0.0415744517635	0.0403016114022	0.0391168110005	0.0383905766068	0.0375414201485	0.0374615703544	0.0372653527182	0.0366440972342	
20	0.0348415471444	0.0515784495653	0.0459525580991	0.0427420107601	0.0411354760788	0.039640900187	0.0387725513048	0.0375006132398	0.0372578699139	0.036914774905	0.0367762093881	0.0361181759073	
22	0.0342106906311	0.0473634538676	0.0413352872893	0.038520925717	0.0371128316356	0.0358532370134	0.0352662882508	0.0348489144126	0.0345123448454	0.0342961409785	0.0334860870971	0.0335994253983	
24	0.0346771072655	0.0441503235564	0.0388132103937	0.0369230758646	0.0349920227168	0.0341901981494	0.0333820375248	0.0329723537015	0.0321987747586	0.0319247859007	0.0317745339865	0.0314510310631	
