2	0.0933968081039	0.0953924680342	0.0986364982169	
4	0.0700251446335	0.0690999302173	0.0690949548556	
6	0.0525483380105	0.0517887587059	0.0545445973919	
8	0.045720988767	0.0490322668414	0.0740039714675	
10	0.0393679105544	0.0692027140028	0.0616699751647	
12	0.0376989856051	0.0612480176339	0.0557958425382	
14	0.0384741036294	0.0543791244152	0.0497176268701	
16	0.0341364028907	0.0489411328037	0.0452844488597	
18	0.0315086299343	0.0471464659148	0.0421113026076	
20	0.0500350997617	0.0420669389884	0.039400705475	
