2	0.0936373908212	0.0955094530839	0.0986685101623	
4	0.07015972458	0.0692200999764	0.0691693941339	
6	0.0524904832824	0.0518143728063	0.0545883570554	
8	0.045835259464	0.0490979006843	0.0740853910836	
10	0.0394108487435	0.0692660591342	0.0617015734539	
12	0.037744373506	0.0613011716039	0.0558220839942	
14	0.038488369403	0.0544051837512	0.0497369601991	
16	0.0341739982052	0.0489639158384	0.045299709609	
18	0.0315285018103	0.0471987010119	0.0421419391881	
20	0.050048658572	0.0420621661716	0.0393899214327	
