2	0.128367064087	0.12615452019	0.128283026286	
4	0.0876249281222	0.0917487890232	0.0935448515986	
6	0.0649573720182	0.0723133316939	0.0750678660686	
8	0.0665544394608	0.0670622770622	0.0706872571674	
10	0.0558293822712	0.0589422012861	0.0595678136	
12	0.0562659538595	0.0570785346778	0.0589959519781	
14	0.0451818013119	0.0486813162698	0.0509033884019	
16	0.0463128399827	0.0494094189143	0.0499250607797	
18	0.0433176179356	0.0482440353693	0.0468543958112	
20	0.0425226685228	0.0443363957155	0.0434099621846	
