2	0.0521686253939	0.0670438886403	0.0703561984736	
4	0.0389271578594	0.0428010528116	0.0475081737295	
6	0.0335283982858	0.0363908633339	0.0375428534342	
8	0.0313599135751	0.0312724199717	0.0324855529568	
10	0.0249426287324	0.026113738696	0.0271651823919	
12	0.0219440315778	0.0236535192647	0.0245668856829	
14	0.0220658821014	0.0227829884243	0.0230298277103	
16	0.0192800115729	0.0209230812862	0.021278383633	
18	0.0194937315643	0.0213502204223	0.0215308486569	
20	0.0185919842605	0.0192901650877	0.0188675817499	
