2	0.173046784275	0.189724606034	0.206541559427	
4	0.119384077445	0.125169256846	0.120413630195	
6	0.120294928228	0.110576349316	0.113825082126	
8	0.0984904534717	0.0958288577777	0.0942988945643	
10	0.0810632463525	0.0799542787142	0.0813588807337	
12	0.0731384500134	0.0767776064674	0.0743318838513	
14	0.0730142702806	0.0732575480981	0.0702299659443	
16	0.0647154855979	0.0651491819082	0.0630789434767	
18	0.0614758384842	0.0605885296911	0.0597707075129	
20	0.0558655185456	0.0549934563843	0.0541207009237	
