2	0.0113732757261	0.00991931319386	0.00994263076002	0.0101490109241	0.0098472086432	0.00998620570584	0.0104047863752	0.0105811633958	0.0104357467712	0.0104500085636	0.0105313790142	0.0104117535995	
4	0.00683593957051	0.00728581723852	0.00720589854822	0.00745351543255	0.00724760195888	0.00733924392821	0.00731484893511	0.00721223141195	0.00730059723378	0.00725462350323	0.0072614742098	0.00722438182003	
6	0.00582895971635	0.00654303318351	0.00656811087625	0.00639843559182	0.00629421702247	0.0062510972067	0.00620868033515	0.00623020024115	0.00623970299359	0.00615779140395	0.00615006849718	0.00610126060803	
8	0.0054756124085	0.00562987566851	0.00549613443233	0.0053011209284	0.00528453299853	0.00530910317731	0.00528226146383	0.00538132971076	0.00530659593109	0.00522329148191	0.00517918897683	0.00515133608508	
10	0.00503934222796	0.00508760597001	0.00484334155209	0.00484193476115	0.00487166791628	0.00480544144054	0.00485657995783	0.00476014393236	0.00474582515914	0.00466213342935	0.00466865311056	0.00464717376598	
12	0.00473364508924	0.00444671775838	0.00435678969913	0.00437784673087	0.00434676881209	0.00437904152886	0.00436441952742	0.00431160771298	0.00434304455813	0.00430861892167	0.00423076830425	0.00423400026458	
14	0.00436585010339	0.00420072595142	0.0040824177868	0.00412412082225	0.00416135935228	0.00410858686248	0.00400166511137	0.00402967183663	0.00398381678388	0.00395242128414	0.00394224107825	0.00394359725295	
16	0.00408378040516	0.00385939116878	0.00391761630658	0.00399737135396	0.00389850548248	0.00383638551411	0.00379773273744	0.00378141263886	0.00377667505133	0.00381974026666	0.00375727502631	0.00371141213512	
18	0.00442334134824	0.00397033466288	0.00398012780654	0.00391758779841	0.00378775582686	0.00371815000589	0.0036267415412	0.00357010375792	0.00357717197132	0.00351376614331	0.00348312552055	0.00344321042818	
20	0.00401171228615	0.00373329787549	0.00367436628542	0.00360929342921	0.00342948946631	0.00344742399287	0.00339599992258	0.00335853257146	0.0032832019018	0.00327055135009	0.00321417323881	0.00315679807067	
