2	69137.8956078	70308.8905762	71213.8174409	
4	50712.7302167	50986.1292736	49522.5566196	
6	42383.4823831	39760.5332601	40638.0408511	
8	36866.8896685	36600.5603657	35602.083409	
10	32624.5784327	33826.5966234	32096.4746	
12	29271.8109692	28684.949122	27450.265021	
14	27646.9742744	27310.3822418	26233.2559423	
16	26198.6082428	24949.1405294	23689.0927668	
18	24428.5812977	23736.9690454	22666.1723926	
20	23380.7211005	21451.1843753	21669.7066208	
