2	192701.242493	188612.959164	184260.220206	
4	125567.823592	128632.038444	123420.166765	
6	98991.2757639	95217.7066097	94890.7877212	
8	83334.4578664	80732.2561484	83645.1126582	
10	70756.4339631	74340.73299	75886.0338818	
12	68850.0806254	66894.2845401	64575.3758692	
14	65313.6757841	62941.2966548	59324.2799239	
16	57485.8584948	56212.7806621	53859.9799424	
18	55211.5242515	51535.3383603	51369.3665876	
20	48894.4935547	44037.0681197	45364.3911198	
