2	0.0	0.0340024128076	0.0330200711038	0.0449224096821	0.0546851935454	0.0514021561472	0.0495930072836	0.047335560487	0.0470313492125	0.045828490288	0.0458934322352	0.0453071137827	0.0459396973303	
4	0.0	0.020245590674	0.036076778113	0.0326484344875	0.0307428267585	0.0298167546864	0.0296473552093	0.0286145424147	0.0277801483268	0.0271801614655	0.0293441616469	0.0293222443888	0.0295400444769	
6	0.0	0.0243851284958	0.025825539287	0.0236748744059	0.0230615167553	0.0219852682041	0.0211938665409	0.0233725977643	0.0235706547227	0.0232097290519	0.023035379487	0.0228901671341	0.02266810173	
8	0.0	0.0230941985074	0.0198775463241	0.0193686801305	0.0182051090912	0.0194834569763	0.0196563259756	0.019309754779	0.0190945761395	0.0192481926176	0.0190019695781	0.019173040071	0.0189293376288	
10	0.0	0.0203243446341	0.0175019372836	0.0165428310035	0.0177120035656	0.0179427060675	0.0174679055426	0.0170829003408	0.0171725794986	0.0171211219942	0.0170313994688	0.0171449943073	0.0173290182146	
12	0.0	0.0181266115004	0.0159674721342	0.014586340083	0.0159836873335	0.0157550922738	0.0156375555285	0.0153963923282	0.0151982936542	0.0153320089927	0.0158505056484	0.0161967240377	0.0160398166671	
14	0.0	0.0183889365723	0.0152548212144	0.0153956130763	0.0149488084687	0.0147537231465	0.0146603073038	0.0144749707287	0.0148301282899	0.0151123394783	0.015019968484	0.0148603572424	0.0147618993685	
16	0.0	0.0142920952367	0.0122361456393	0.0133906579935	0.0130687417191	0.0129330307667	0.0129536243375	0.0131721497698	0.0136873367873	0.0134670741151	0.0132037755962	0.0130591223656	0.0131329790168	
18	0.0	0.0139683117159	0.0118184437565	0.0120795685095	0.0117702900249	0.0115649090012	0.011650947722	0.0120468889513	0.0121132940805	0.0120055851212	0.0118561119457	0.011925420757	0.0122237501607	
20	0.0	0.0116497849073	0.0120718838645	0.0118456634404	0.0115093763071	0.0111926597094	0.0117659588992	0.0119549500689	0.01188515193	0.0117115136582	0.0117735337031	0.0119454466646	0.0157642649882	
22	0.0	0.0122377245211	0.0120443610598	0.011721097201	0.0118858117277	0.0119432448028	0.0120366950139	0.0119126420567	0.0117067741306	0.0115699376425	0.0116271433746	0.0152774721697	0.0148525067786	
24	0.0	0.0110485517402	0.0112074720362	0.0106498628264	0.0101960090468	0.0105970891712	0.0109000532115	0.010749757601	0.0107233353903	0.0109419428722	0.0143845621269	0.0140247153838	0.0136946882323	
26	0.0	0.0109498365047	0.0104460244303	0.0100007089374	0.00989005726781	0.0102219670795	0.0101012445683	0.00994029534395	0.0100490301538	0.0101286835173	0.0132967307565	0.012926607063	0.0131424239729	
28	0.0	0.0105377384696	0.00977091379679	0.00980940319862	0.00979624863943	0.0100564539645	0.00995205376179	0.00981690756009	0.00986638651115	0.0128442052613	0.0124820534641	0.0126107273629	0.0131145438213	
30	0.0	0.00941641541882	0.00969613444801	0.00914800885215	0.00924486424749	0.00921748375782	0.00914274984161	0.00905789441674	0.0123448917067	0.0119878406712	0.0121194043697	0.012458033557	0.0121500449381	
32	0.0	0.00830363070891	0.00946788711599	0.009297742959	0.00957810649685	0.00933126641001	0.00935497534717	0.00938519895314	0.0120397760088	0.0115933669993	0.0119572898954	0.0120237821014	0.0119570477772	
34	0.0	0.00964821139911	0.00903383097236	0.00870713771286	0.00893584441861	0.00885716598552	0.00889627021949	0.0117182966182	0.0112372352751	0.0112391440278	0.011586358034	0.0114410004626	0.0111990490129	
36	0.0	0.0083445248237	0.00827726611439	0.00813551528593	0.00856619142819	0.00847305912886	0.00884534074978	0.011382234253	0.0110185511912	0.0115884539126	0.0113343531552	0.0112127248233	0.0109974972393	
38	0.0	0.00830236195457	0.00794096338625	0.00795162764748	0.0082765838976	0.00816573441035	0.00820364144531	0.0106001646799	0.0106798469473	0.0109624115841	0.0109438963959	0.0106612723485	0.0138782097656	
40	0.0	0.00881930484544	0.00849278079221	0.00874508191999	0.00873043342143	0.00865366941976	0.0111781324025	0.0106690737418	0.0107170258205	0.0107477991579	0.0107439044511	0.0105468290546	0.0135866308095	
42	0.0	0.00817484327429	0.00774008426442	0.00808563685402	0.00806562435579	0.0079958879071	0.0104180402987	0.00989746229401	0.0105346024893	0.0103410037612	0.0101001998799	0.0128419816254	0.0126057462549	
44	0.0	0.0080660458412	0.00782917306589	0.00805260069134	0.0079044954192	0.00781528661357	0.00999777206887	0.00997705677107	0.0101445057208	0.0100387882786	0.00981190689789	0.0124107962754	0.0121230520647	
46	0.0	0.00827643901038	0.00727202746179	0.00753771618962	0.00735393221882	0.00760679730408	0.00943705386412	0.00989098257346	0.00965424316486	0.00959516177274	0.0122006680758	0.0119517462249	0.0115931095223	
48	0.0	0.0070397247498	0.00671515093042	0.00705674983106	0.00697863596381	0.00954391217989	0.00908319622551	0.00958201914035	0.00951851626698	0.00925945172132	0.012031341244	0.0117097125533	0.0113663791011	
50	0.0	0.00760736920202	0.00695105372233	0.00726845134173	0.00727455588593	0.00958952170587	0.00935121647052	0.00948989770651	0.0093866200536	0.0120969000068	0.0118072967733	0.0114044099172	0.0111080497978	
52	0.0	0.00712006425318	0.00636843884475	0.0070406732024	0.00692257481001	0.00910034961319	0.0090034450176	0.00914190328178	0.00905198759027	0.0114819407454	0.0111485786064	0.0108011844376	0.0105994232232	
54	0.0	0.00725455778065	0.00636797522124	0.00702721378894	0.00694588335798	0.00883936087759	0.00922323372171	0.00915347139943	0.00891185399132	0.0114808608296	0.0111758728739	0.0109075354232	0.0108265222029	
56	0.0	0.00671990594502	0.00622876906382	0.00687158066312	0.00686262728795	0.00852968423246	0.00899251286094	0.00875757561858	0.0112968407719	0.0109341615291	0.0105419612392	0.0103450130147	0.0101965299176	
58	0.0	0.00645771136169	0.00623220190485	0.00642496405385	0.00646687884539	0.00814929812814	0.0084602125661	0.00846356425681	0.0107735496711	0.0105373824386	0.0101775578963	0.00991904230287	0.0106445366051	
60	0.0	0.00638948118215	0.00635021713449	0.00655125400269	0.00854808140611	0.00828647486325	0.0083030903794	0.00826003996347	0.0108371143583	0.010456414119	0.0101578015199	0.00999264398184	0.0106702378258	
62	0.0	0.00596050440713	0.00585198238772	0.00635064545861	0.00834399096038	0.00813900571907	0.00831704985792	0.0081844507125	0.0106131783176	0.0101927592714	0.00990554749762	0.00968849680359	0.010492438575	
64	0.0	0.00631744101864	0.00641550815472	0.00645417695872	0.00820847774837	0.00822176128696	0.0082224247809	0.0103000251833	0.00998225239819	0.009636896306	0.00941703272703	0.0101791561273	0.0111787864354	
