2	0.0060032545269	0.00631027317761	0.00634394174398
4	0.00480533020626	0.00438040779931	0.00437416088535
6	0.00371464598533	0.00369794598066	0.00370532493101
8	0.00326229809954	0.00300533482575	0.00314439527671
10	0.00294949862119	0.00272641275466	0.00281369042717
12	0.00263201101672	0.00259545725629	0.00257141024996
14	0.00247000863304	0.00237465468656	0.0023629120616
16	0.00212849826989	0.00218175095826	0.00219382189701
18	0.00217576226199	0.00212992299561	0.00213027100504
20	0.00206812562645	0.00201940976776	0.00198748027897
