2	4.56941136887e-17	0.00675092490295	0.00546990416262
4	0.00010831898078	0.00477088459979	0.00434836427743
6	7.55358409318e-06	0.00397265372364	0.00389152488939
8	4.06321324221e-05	0.0023488768123	0.00216595392349
10	9.69125045008e-05	0.00307327898226	0.00298058478882
12	3.13034321096e-05	0.0013502060452	0.0012867655348
14	7.03612497623e-05	0.00292017733765	0.00281845016963
16	7.5704152697e-05	0.00249602313283	0.00252453011505
18	4.40733549207e-05	0.00250859052063	0.00252989528607
20	2.88689094028e-05	0.00220183063991	0.00226337066989
22	6.02057781697e-05	0.00195035368501	0.00197301968116
24	2.48970791457e-05	0.00194688340104	0.00196095182543
26	4.99623461821e-05	0.00175491058968	0.00186404165154
28	7.31734873776e-05	0.00221943592301	0.00216716163414
30	5.47953116763e-05	0.00153815969106	0.00159294256477
32	0.00010119899037	0.00214168944105	0.00268349233323
34	7.48817772073e-05	0.00190080161246	0.00279968384649
36	8.62959424017e-05	0.00184292094195	0.00192672190119
38	6.25258725945e-05	0.00196233372227	0.00192051510106
40	8.77916278083e-05	0.00180028181348	0.00385879182068
42	0.000101755909534	0.0022455184641	0.00224069720288
44	8.83840290147e-05	0.00239115180625	0.00965997424485
46	0.000115215761563	0.00171960637976	0.00195353972675
48	0.000107799559397	0.00188284361286	0.00302984666161
50	0.000114406834523	0.00198835551336	0.00248982969511
52	0.000100208518792	0.00213970950105	0.00211981871137
54	5.90602402324e-05	0.00225518848478	0.00433666820405
56	7.02993125334e-05	0.00214813447384	0.00693468999774
58	7.03639579331e-05	0.00214166567469	0.00318168162976
60	7.15812748497e-05	0.00211114643254	0.00330788083692
62	7.70914648943e-05	0.00209011500309	0.0021248334443
64	4.69081432076e-05	0.00182632479014	0.00950668461125
