2	0.12213955212	0.0794734626399	0.074159585184
4	0.0678067654525	0.0470730433106	0.0510583869518
6	0.0405743654502	0.0356918761204	0.03896068126
8	0.0308686226678	0.0308323614395	0.0329628022612
10	0.0211612607716	0.0281658876869	0.0293997213461
12	0.0137782431093	0.023790661533	0.0240535974987
14	0.0132482900423	0.0211460524801	0.0216247706348
16	0.0088759226944	0.0198056659468	0.0198476775325
18	0.0095043117359	0.0196342417368	0.018628329383
20	0.00878547167228	0.0170639744081	0.0171317391698
