Bootstraps,Error
1,258.4865867731638
2,219.8272204491895
3,210.8042805645736
4,207.81414572201967
5,195.66730745239886
6,191.57913179671678
7,194.99774664524497
8,196.24178121154452
9,199.8737831338989
10,195.21147172615082
11,189.76982441241867
12,185.16314557033758
13,189.55697873671295
14,187.68111472877328
15,190.18575898038898
16,193.4412624665826
17,185.32041191461204
18,175.27255460526263
19,184.3619354179637
20,185.63450364728675
21,189.12997842159777
22,184.122368398426
23,192.05122089636842
24,188.65244597322592
25,192.97816243049414
26,196.39550731321071
27,194.65448511625542
28,180.75106913264725
29,185.68318534758458
30,189.45515374160902
31,187.58999913381948
32,185.1288754418127
33,180.1605025711766
34,186.9428340109572
35,188.07060297328425
36,188.58680617011277
37,178.6415231576427
38,189.80081402373244
39,183.85503288626785
40,189.53870119924235
41,194.760958583024
42,179.79413495269068
43,181.96836414209992
44,180.33369297301434
45,182.14679360352014
46,188.20159801603623
47,186.08250581034468
48,185.46508826133808
49,179.15033883983963
50,181.63638157547555
51,193.55032914842414
52,182.75035329710295
53,188.9391286904934
54,185.35543212753828
55,184.96073990181534
56,191.9939456887459
57,185.62120760849896
58,187.39848927487327
59,185.36729447680702
60,182.6912479638072
61,184.17329062969873
62,192.31747094397022
63,189.3016856902489
64,186.35223123812796
65,178.64157168333645
66,184.11713157946477
67,188.40889053866715
68,182.2506951126385
69,181.93219418465773
70,183.71424676144053
71,191.34640171299262
72,188.37637297346552
73,183.4306279948856
74,185.294693253504
75,188.32230551239832
76,183.6611434616975
77,186.5905387297001
78,184.41216427726025
79,188.04414755725725
80,186.26211121516945
81,179.1815566892048
82,199.25686097220247
83,186.44092673492173
84,174.99568938468045
85,179.67347961754024
86,181.76298031019556
87,188.69121612160103
88,181.74238198826922
89,189.42261683614393
90,186.3666466586146
91,195.26844666889116
92,180.68410826517606
93,179.20090691444707
94,187.04856269332916
95,186.34948682384555
96,178.8120981964801
97,193.5697384310448
98,182.70611349549233
99,179.85641608139818
