Bootstraps,Error
2,163.68772981861744
3,154.28577645872346
4,143.155012084668
5,141.22655289352508
6,142.23870083123506
7,139.68513197219247
8,136.29748700480081
9,134.51324156225004
10,144.06031132621365
11,127.96102019825288
12,135.72940495289754
13,131.02834544027544
14,129.51599319958993
15,140.10813332483772
16,129.72374637680306
17,134.3213313770597
18,133.03762874643508
19,130.79336946830395
20,132.5789565453854
21,129.4184783802026
22,137.93715043136314
23,129.65833870235326
24,131.6465884246575
25,136.0607348225342
26,136.71785168721695
27,130.61885611551372
28,133.16680202368326
29,133.76173849305778
30,143.09572224076933
31,131.86273425031442
32,134.5553129327351
33,132.51750026666855
34,129.31366758633607
35,133.9462597843134
36,131.6142360137873
37,133.1651603847863
38,134.5301877038342
39,132.87809085633913
40,130.2193002999713
41,133.0441727480319
42,128.23431003114828
43,132.84471749549667
44,128.38956813781488
45,133.39681516348756
46,135.47886820141466
47,133.58651452375705
48,136.8126608032906
49,134.72058882158078
50,132.25854684013095
51,126.43062196920593
52,136.44553401431708
53,130.02997032839448
54,129.20847131167665
55,122.83122279933676
56,133.98446864810592
57,134.80381542853462
58,131.69323622847108
59,131.1798081593696
60,134.90593326884945
61,127.74427795539985
62,131.23540357734947
63,133.13169735741513
64,129.3527879303026
65,138.00658628172587
66,128.93326555243442
67,129.37560943435196
68,126.18215068804503
69,129.30664148644766
70,131.86628069401166
71,126.28056287260064
72,130.1950642302357
73,131.6781635376992
74,133.1121511162041
75,135.1571832933895
76,128.49050847487484
77,128.46332520008545
78,131.3317432201438
79,129.30425483685505
80,130.54678429915165
81,131.71826887102628
82,133.61011339806538
83,135.02302877120275
84,127.29374016123388
85,138.42542558607732
86,132.18351156741124
87,130.98615331785817
88,134.26528664631246
89,128.64773320537145
90,132.71760223679027
91,131.67162725689752
92,129.3930705343877
93,131.30199722812696
94,138.25365666957228
95,128.29870552924046
96,131.20181257004649
97,129.37514111664484
98,126.95617341492294
99,134.9634923989453
100,130.17449654517912
101,132.3449452483076
102,127.95064147169559
103,127.54172485868057
104,129.35373837804588
105,129.87243093812606
106,134.25070670437356
107,128.52741882593403
108,129.76380924570958
109,131.42865522913286
110,130.45815385525245
111,124.67999186550215
112,133.29740233740017
113,125.7576944714682
114,132.60721520802412
115,128.7215030081755
116,130.67748259710868
117,128.1386348389168
118,130.50760045345294
119,131.90258370178256
120,125.97887013092777
121,138.51793509160433
122,129.94683521534782
123,129.46642403905
124,132.43301877705508
125,132.1722885514852
126,131.16982103238877
127,132.3909450175791
128,132.19276958793753
129,128.24572807722924
130,131.12285740612867
131,126.54476907194346
132,131.69945894206543
133,130.76994068980466
134,130.6799181002391
135,130.1901926291516
136,133.4679904978404
137,130.69825737365025
138,131.30256884559546
139,134.1550629712129
140,130.56375835143686
141,130.94466703937616
142,127.864654522459
143,131.95357235624198
144,132.4707059437177
145,126.64907195013231
146,132.41997161313466
147,123.96546924137306
148,129.62012434424278
149,129.2640297371929
150,127.85582553257153
151,131.0158949207405
152,132.32339220472585
153,128.76200535941686
154,134.45591340750414
155,127.24516462798101
156,131.5022527921142
157,133.69423368536047
158,135.37731585814308
159,127.50190044279509
160,133.82078144493934
161,131.0499006452698
162,140.17062941291508
163,134.25485018812472
164,134.15467011509443
165,123.78396243724386
166,131.9041881402286
167,130.0320771274945
168,130.48585986602313
169,134.9308451905878
170,131.66950065835738
171,133.38510559577566
172,126.08674269567604
173,131.4319286183977
174,129.1429678208879
175,126.47833059578714
176,130.0335947784906
177,130.81422595579417
178,129.9464689449395
179,128.96519591614552
180,127.60724558984792
181,130.594423674895
182,128.1149939481522
183,130.54590575420255
184,131.52100617591685
185,129.53953228944138
186,130.517544488109
187,130.16465212814086
188,132.23882163587442
189,131.2623750775469
190,130.61750358242122
191,132.57769482062474
192,129.3310110125565
193,134.53332730782964
194,134.0425323431866
195,133.22529017340113
196,130.18714697553452
197,133.83873615191592
198,132.37309694862944
199,135.95955976044837
200,125.90655697589291
201,133.5385195167218
202,132.6475764432937
203,128.68699031227914
204,126.82310257987119
205,129.27386129419972
206,133.53936010890723
207,136.43196043273164
208,127.1388044469068
209,132.06748478585638
210,132.14957125882378
211,138.05057026299633
212,131.4811414828703
213,129.2750131276759
214,128.68418911943678
215,129.73085520806643
216,133.67513440944725
217,128.16028235261248
218,131.1510667164777
219,130.81230109424905
220,129.2568854777685
221,130.00038074116054
222,130.20868646981666
223,129.9426703150154
224,133.0614187347692
225,131.19184571329475
226,133.06212059524594
227,128.813847234703
228,129.21513165333948
229,130.76817873522774
230,127.48102990384652
231,132.35261061086413
232,137.25456236783273
233,129.07459055487283
234,131.11508558062064
235,128.21487526703777
236,137.9192111772034
237,133.3709488203265
238,134.20427019411534
239,127.58907737351363
240,131.1548102691524
241,135.65910747387608
242,128.24214366754308
243,132.84456662184
244,131.95106931289422
245,130.09498665805933
246,137.21473542227838
247,130.1654347895832
