Bootstraps,Error
3,119.79476782001429
4,121.37790946987339
5,113.38595235456572
6,113.6567801530345
7,110.83876480082095
8,112.79500918201035
9,110.10360703228983
10,110.99157140704979
11,113.16686884531366
12,112.69740671685001
13,108.98752807655157
14,111.55584171107942
15,111.13894918999993
16,111.91077963748425
17,106.89226649652086
18,114.44121266407278
19,104.72611999688209
20,111.28809181211014
21,109.23380773679133
22,105.29668055889623
23,108.06625339372984
24,108.44840697230428
25,106.25679985354836
26,113.10261834502015
27,112.49460296040084
28,110.28776825399059
29,109.11329611136935
30,110.56271926352312
31,110.8921924523208
32,111.10565375961383
33,104.90613937019887
34,107.74795720454385
35,108.02170281691379
36,110.15056848184778
37,110.8662616641128
38,107.25386551528932
39,103.86636523999391
40,106.15334210240242
41,108.80895367919472
42,107.26512936584538
43,109.95236458862065
44,109.59999765056014
45,107.0801501706559
46,109.29964399484346
47,104.70266993941179
48,106.14686228222268
49,111.7964007510479
50,107.50865429093703
51,103.33588982086341
52,103.9397838217577
53,107.97300997527827
54,101.76627432076795
55,104.04009517479318
56,108.71058175870904
57,106.98225949148993
58,107.91305561064236
59,110.25022302360837
60,105.23333072003346
61,103.94992078661939
62,110.71945232732787
63,107.04032712105098
64,110.3467866248065
65,105.93026386078638
66,104.39027367909054
67,105.79513672601087
68,107.75882396318926
69,108.4057112447352
70,102.80080800043488
71,105.1867051100167
72,109.69374609670024
73,107.4462912332387
74,106.94262214925045
75,107.52793499076292
76,104.86381960693969
77,109.78890705052018
78,104.47286280508844
79,110.71781388757489
80,103.6466316550229
81,110.14201053520867
82,101.74424165109245
83,111.05703425669506
84,109.62257143623012
85,111.86471254951309
86,105.99637672558431
87,107.75605737600529
88,110.85963156826377
89,103.00359174208575
90,110.73486859804906
91,112.29622648074746
92,107.5285428400651
93,107.03159928649117
94,106.84975678092023
95,108.86244745833042
96,108.54600610326953
97,111.31653460804888
98,105.52542283123603
99,107.73126279183091
100,106.35951896446625
101,103.59572201414485
102,103.90280778932595
103,110.8802231996566
104,106.4851531359
105,104.96424031081511
106,104.40271100049881
107,108.04623515161586
108,107.81823018929617
109,105.95578965862337
110,104.43973838830199
111,108.45099407079627
112,102.4026781334922
113,105.75358458563551
114,105.21042614503291
115,105.35299732305131
116,106.58366756584522
117,105.1157732623439
118,110.00219044259347
119,110.57072804410555
120,107.5470234407891
121,109.95764409647464
122,104.12845215356845
123,102.76888373449162
124,105.558165397301
125,108.60470300688596
126,109.92991370711846
127,109.30812993611616
128,104.56747651215818
129,106.33849110126773
130,105.67470484607716
131,106.8528616830199
132,107.6891282343553
133,100.18370937069486
134,103.20267102596434
135,107.97243371910476
136,109.44517127045816
137,111.3145526014244
138,108.10347995223792
139,108.25205008305451
140,108.42194425631975
141,109.73963488460943
142,106.06434983177053
143,102.69414887092304
144,106.91869559108514
145,105.85822139968235
146,110.29926557759522
147,107.58099994669702
148,107.1177873486311
149,110.0904491215905
150,103.54170578324387
151,106.4953148143726
152,102.30723924016259
153,109.15859151123573
154,102.22904318409931
155,105.98674654583495
156,105.81112638109431
157,109.06481405332318
158,102.98143421514425
159,105.73733881059015
160,102.6492184604531
161,106.02419758035941
162,105.80152220554653
163,104.57629892237895
164,107.80460219529208
165,105.71009124737311
166,106.61221188650264
167,105.72365800501184
168,107.3424008275898
169,105.11385744877227
170,109.20525155877708
171,104.31611296004344
172,106.45394982780978
173,108.5357972984037
174,104.53938674267293
175,103.46455853202374
176,108.53816605310888
177,106.89653463305555
178,108.4493366159085
179,106.62227938611979
180,103.53260492312972
181,107.47263311353525
182,100.44707247720201
183,107.62048120827129
184,109.84104399424761
185,108.10751083513244
186,108.68361912788299
187,103.3965955108625
188,104.58809020397337
189,110.53423996555587
190,106.02525430848941
191,109.43173570356379
192,103.88245894963558
193,107.56352438110822
194,106.6591864964701
195,109.2752648790826
196,104.17329073089604
197,106.30015429209685
198,104.39079601873537
199,109.2169392040352
200,107.81618886646454
201,104.85007354079075
202,107.63047497896265
203,106.0573813355446
204,103.99815512333164
205,107.05895830989402
206,105.19318660764723
207,105.09472904726901
208,111.03552709755786
209,102.94373802695793
210,103.75419120633117
211,105.30385212261508
212,112.96850651052533
213,109.8399758989969
214,108.19403628349102
215,109.94852828922974
216,105.62782668849911
217,104.17092435716658
218,105.33658666268612
219,108.47454913385491
220,106.93497645033263
221,104.86532295316653
222,110.46097349947183
223,106.7958116353383
224,100.20073725590788
225,107.8945629173424
226,111.07066421149888
227,110.93931476862271
228,103.38505824477927
229,105.0550020885393
230,109.11011133534134
231,108.88666328506001
232,104.91922025237164
233,110.14273014913402
234,109.17910794143283
235,102.43415750922003
236,105.75202260707401
237,106.73288194127726
238,109.95409482661496
239,103.93765917607705
240,105.98965131283283
241,104.515415216901
242,108.40604414809319
243,108.80402755039516
244,104.58576502573092
245,111.10365865741444
246,101.14794275087215
247,105.2827260750948
248,106.1195482840029
249,107.09150763949084
250,106.72917918810737
251,111.63121786542548
252,108.02709844966444
253,105.1052646517968
254,110.28781663015893
255,108.10951398077752
256,109.39768552075117
257,107.949852691527
258,109.42240430111832
259,115.86773451011466
260,106.1245725520641
261,107.22163882533341
262,105.19002349035098
263,107.04112469704096
264,107.13719511006215
265,103.68027234843278
266,102.86842461642308
267,103.61039903995571
268,107.19427404867172
269,105.17781637558278
270,107.21219815372228
271,104.30739343091079
272,106.41667354365082
273,109.1573083559405
274,109.38999460222426
275,105.95920393969315
276,108.9278847153973
277,104.80209198131574
278,104.20788936125575
279,105.43649043392274
280,105.04055023530478
281,103.9409086781368
282,108.8975011997139
283,104.1535645682145
284,107.29151891737045
285,105.93443536540008
286,106.25584898029379
287,112.03635011285172
288,103.10655476382205
289,107.94736374601456
290,104.77796517961085
291,108.10406667165716
292,108.19361360407144
293,104.10788689486802
294,107.60524267670455
295,107.67426811858596
296,106.66478079805819
297,103.8469407678107
298,105.95622605434669
299,108.77426159400636
300,108.03179586881423
301,103.22292872936615
302,101.40353237051292
303,107.44785201564017
304,105.31112427469394
305,104.30672245589145
306,105.65887755638799
307,105.12450478809845
308,100.36990873315834
309,106.73959677984593
310,105.7316813695728
311,104.62120461044094
312,104.67855789648132
313,103.93615463998107
314,102.0209035379581
315,104.72979785893548
316,106.03597890412345
317,100.85860432393754
318,108.09955491447108
319,105.38115111157784
320,104.82144790822122
321,108.6926229970987
322,103.55284844999503
323,107.49745505309136
324,109.21091910269742
325,104.2016576725858
326,107.27558542616156
327,107.38090723273159
328,102.3193217584577
329,107.566647818621
330,102.44627190161025
331,108.03010114711854
332,100.63119145481956
333,109.91984291625633
334,111.32521707190419
335,105.01479159410059
336,103.8764518590359
337,108.57619597933441
338,105.05793069131401
339,104.19671523398523
340,110.55187765314396
341,105.1489040733363
342,109.98320384897177
343,108.42446114755558
344,109.20548350034224
345,102.62152941041381
346,102.94251192709521
347,105.99795506837091
348,103.2263397091803
349,110.08241592430855
350,100.99794747715521
351,109.61608289233307
352,99.22766113284972
353,108.0724766834821
354,107.14843061044695
355,109.64919693627738
356,106.34086232912293
357,103.94530121258684
358,103.83578836354407
359,106.27946687290634
360,108.80260907634307
361,104.04163239907736
362,106.53813712933328
363,104.40823521397976
364,107.82750778458592
365,105.05829153708038
366,107.21510776221089
367,104.27959916498078
368,107.70707325493572
369,105.55630811811858
370,106.11693049801248
371,103.20491545195961
372,106.08874746423454
373,101.44458958332814
374,103.89953913414297
375,107.98485143346743
376,106.90128233492867
377,106.19322744497896
378,104.57444735918959
379,107.0804374073179
380,106.33847439165574
381,107.99341872095309
382,103.333739736078
383,102.18243868467997
384,105.88857655545337
385,106.36717899635578
386,107.32130413596416
387,108.98265788101713
388,107.19468945046147
389,106.37835349845571
390,103.80922284446957
391,105.50161292603748
392,108.8996806833219
393,103.45465000406577
394,108.72048112295337
395,105.52127354010194
396,108.47668052833235
397,105.36461765648895
398,103.81101274908852
399,102.67798019772056
400,106.55003414063326
401,106.17728235323756
402,104.1884119211133
403,105.75275866142358
404,106.38668642335647
405,110.75140503095624
406,110.4596157730785
407,110.45956703817595
408,106.84598697017972
409,104.36623839064058
410,104.22980909180852
411,109.59960365207996
412,105.59583493935233
413,105.06710164067931
414,110.46663708585173
415,106.59915992784083
416,110.19127906976952
417,112.41548198910581
418,109.31421506942324
419,110.25105893863739
420,108.35488958110938
421,110.85384819662563
422,107.07558746522518
423,103.61894638925965
424,104.00933142527923
425,107.39485332992157
426,106.33025057311413
427,105.47768033972092
428,104.53823198522446
429,103.15918162468836
430,101.63029369923623
431,107.91485156262026
432,106.08349511765702
433,107.66668879467692
434,106.17053089569146
435,107.30733063207965
436,105.44010302285261
437,113.37210329425804
438,107.5319588810671
439,108.59111491573017
440,103.13154247900694
441,105.0565474819633
442,106.75024995707679
443,106.67196233366344
444,106.3584248635176
445,104.92177174277626
446,104.945993511682
447,107.14172094958681
448,109.83862182198614
449,105.82292370022138
450,108.35418406114415
451,106.41721444134389
452,104.76225374211653
453,110.28070051585631
454,108.46315366342138
455,105.47178870205947
456,106.43428231884384
457,108.04362065314963
458,105.07334786552849
459,102.82888248056344
460,107.58291666309968
461,106.20408716339176
462,110.34814284036842
463,107.93932946871547
464,104.046630352362
465,104.57582974691123
466,104.91254246220635
467,104.75356887480346
468,104.3702203272888
469,104.70636693098538
470,108.51022097354385
471,105.29308176448674
472,104.02029122099603
473,102.6383704377421
474,105.29602510237976
475,108.20458646525324
476,102.45092185042144
477,109.92935667184423
478,104.72368753170528
479,102.59852736277836
480,108.73508678735524
481,106.5537138661545
482,101.60195138688738
483,108.38854028891812
484,109.04695793825728
485,104.0531707592643
486,103.35368020493581
487,107.0644466872261
488,107.51040512800775
489,106.54202675230263
490,103.06709102712911
491,104.82159018635494
492,103.21985616319068
493,105.3860077009367
494,109.26338937605755
495,103.65923033982683
496,107.71989515394755
497,109.02865320755151
498,103.09194095654068
499,107.3444639191138
500,104.40419739913797
501,101.411253877319
502,104.68114044918885
503,105.1810902422396
504,108.61862856484174
505,108.13134472344797
506,108.38252228131222
507,108.1921609856781
508,105.8267887299231
509,105.95937168145251
510,107.96260302519497
511,101.26680900570082
512,109.21168209454231
513,108.4813827558666
514,106.56865499063856
515,105.9889540023723
516,108.66862243428554
517,107.0987460966506
518,107.80548405872236
519,111.56272474422356
520,104.49246778374135
521,110.2722667428147
522,108.97841895026168
523,108.53360346564216
524,105.87949361122682
525,111.20651761292756
526,105.73753227655286
527,107.87539209062491
528,108.26963106830688
529,107.03959651840603
530,104.27388775145613
531,107.28908917440528
532,103.23016990123155
533,108.19532449204226
534,103.64059426056406
535,106.75816125666917
536,104.16526052625194
537,103.16488307085615
538,106.45279955098313
539,104.83988326899565
540,108.61983210727489
541,108.59527444725379
542,107.3298845788456
543,102.4013542316352
544,107.99469317722289
545,100.86092251220484
546,106.95241178330008
547,105.52677680743125
548,104.15704352566573
549,109.23371817651496
550,107.96845112824411
551,102.69949089337439
552,107.17298550586487
553,106.37950654555858
554,106.31002432180661
555,104.69597914183228
556,106.37746605102629
557,108.91344541051406
558,101.25162356249606
559,106.04634414983002
560,105.41112573085952
561,103.3088203416188
562,106.31128554093401
563,103.91699096964201
564,110.16379997481596
565,101.82469191590738
566,108.00445366070772
567,109.67049497228832
568,107.60885762759389
569,104.90282915276046
570,106.68998035070152
571,104.86217248846181
572,106.10383484373288
573,103.91409827164074
574,105.10140806606991
575,109.84345749935439
576,104.72173808944754
577,108.82998348133165
578,113.06920988996598
579,105.57577339206804
580,104.75517282218166
581,106.50578448370663
582,108.52628063840812
583,110.04266679058755
584,108.69886808524393
585,103.4925345985931
586,101.90625940043331
587,102.37814492918095
588,106.45318802562515
589,104.65936685551667
590,109.23409156043681
591,105.92694251365305
592,109.9153784877922
593,111.5240516633564
594,105.04488683047788
595,102.34606278584785
596,100.73315983387187
597,113.4741069537886
598,105.63374643123602
599,112.25960300838629
600,109.86146300991746
601,103.33618432931908
602,109.3388747465775
603,113.91964626492812
604,107.29878368206474
605,104.9520777230068
606,107.08077600635556
607,109.60167669874475
608,106.77373358422132
609,105.8380876983232
610,109.10900959803669
611,107.27283220528709
612,107.68593512809059
613,105.62940722109222
614,106.20000486850263
615,104.71303786909147
616,100.82357277169963
617,105.2190590573469
618,104.52476190307269
619,107.46379095488352
620,103.98350167454916
621,106.12817194985833
622,106.71775616324975
623,103.40645885708787
624,107.83038960173369
625,105.50625503088114
626,108.01171943458048
627,107.03698189070084
628,104.70796767912441
629,110.21374963341073
630,106.87034540536816
631,103.89742954058165
632,107.42442111485019
633,108.20296560224246
634,104.50525348196342
635,105.48317618887559
636,106.15122277651109
637,106.96265041976626
638,109.99767053290877
639,107.61366154744242
640,104.44862223265227
641,110.13128504898143
642,107.8131421830361
643,107.70343149696839
644,105.89578570591472
645,108.30073506183645
646,105.03120784038518
647,100.80011609808122
648,105.60960812054998
649,104.76004430559077
650,105.74913479365698
651,106.77148136182684
652,105.86407493350225
653,109.51856543077432
654,101.84796982531287
655,104.98371438912068
656,108.846528582522
657,106.73691709713509
658,105.79576112539813
659,106.12543207703214
660,104.77271715472695
661,108.36833461118333
662,103.34907476496993
663,104.54053119718883
664,101.4713765370016
665,105.63344046175547
666,108.74530654554127
667,102.31140000863466
668,104.89032786738996
669,105.56226818286537
670,103.00246563321664
671,108.82421934390722
672,103.90488105771516
673,101.72763914210435
674,105.31010121244037
675,105.44769715579027
676,109.08922023492215
677,106.01215907570796
678,108.13863677528497
679,102.11263463855443
680,101.1421853624575
681,108.51210712890678
682,106.35804949552927
683,108.65919016778268
684,107.41382348820619
685,105.5392889670095
686,102.39477507164084
687,106.63372748082008
688,104.6172501455936
689,106.34648201799573
690,106.16838227839146
691,103.1651682830253
692,108.7498302289933
693,105.50991192007989
694,103.39363221360003
695,107.23862688871984
696,107.31870365087057
697,107.47247426396741
698,104.19327597978281
699,110.07323152492243
700,107.66369898477755
701,114.95238839334263
702,101.53085185334444
703,109.35880153115895
704,100.44468311156076
705,109.81277150601656
706,104.08548095672808
707,108.05842888692248
708,108.24945860560572
709,107.78487799660368
710,109.61346102761532
711,102.30071533298072
712,106.49312895503402
713,107.21847082017162
714,101.77933751623023
715,108.21364427625205
716,104.18105690525852
717,105.64248743823441
718,110.54307371453649
