Bootstraps,Error
719,105.60084230263216
720,104.16564218666764
721,109.45860340339809
722,107.55032346747139
723,106.4478225110635
724,107.13213111073968
725,105.37299353193148
726,109.72773450770379
727,106.61785536040168
728,106.10874417411118
729,103.78612993180614
730,107.88109678848141
731,106.91053743380114
732,106.18500865381856
733,107.52332729152779
734,108.1982785764457
735,106.03478291247617
736,104.70382965462261
737,105.05530945323407
738,109.30359898409965
739,108.87386182516329
740,107.24691146886656
741,107.33598696029584
742,108.1024907391999
743,107.89469209949574
744,106.52726984028175
745,104.30176876572489
746,104.2441303305205
747,107.32989327596458
748,106.54885763870254
749,107.27993988117852
750,106.78761563387998
751,107.85797519067545
752,109.70388238998363
753,108.48083316258098
754,105.99561755733829
755,105.81678068228453
756,106.64935311895218
757,107.67461933763244
758,108.63528586254445
759,107.67194345866751
760,106.82590661859297
761,112.57979181286916
762,110.22325925118754
763,104.72871861037908
764,102.2930518493706
765,108.76074464514237
766,106.33341277960427
767,106.07993523526005
768,109.35453105671326
769,102.73109014190857
770,105.80056063826406
771,108.30017201305233
772,104.14712929846439
773,105.51592869022663
774,107.2110541150678
775,109.58307785039639
776,107.12575739193245
777,104.48337680126525
778,109.40585822675182
779,102.46162168530846
780,105.1381100212908
781,109.81627590779104
782,107.43276653845498
783,108.51939945983918
784,107.60564059026329
785,106.02169703159416
786,108.43683126554745
787,103.15973406317644
788,104.63166690878366
789,104.49798966393962
790,102.23659361341984
791,114.37094672837543
792,108.1262714351258
793,105.47653702220704
794,101.80932239166012
795,109.38363684023112
796,112.0271908053061
797,103.83989263861461
798,105.81857756760974
799,106.132657614286
800,106.16887089044347
801,103.98884418053322
802,109.19675211989419
803,102.10143863223466
804,104.32468338855541
805,105.66043468763758
806,108.73936656165418
807,109.29606500537297
808,104.14480942213669
809,108.28193287989045
810,107.7937164136221
811,107.13722059436935
812,106.46785638471782
813,109.41131963315983
814,110.66372066374012
815,104.79981237892665
816,108.27305330466784
817,104.15071447287211
818,102.55922375099276
819,107.52909657068427
820,110.61737008931811
821,111.38150678276222
822,107.68054703714584
823,109.40818917167593
824,99.84397495623065
825,106.11962855214702
826,107.1786053864772
827,106.23629456834563
828,108.69850657430759
829,108.05095540078104
830,98.42332221766796
831,101.69361137461537
832,106.10193087216798
833,110.0710966279892
834,105.19787243637197
835,107.89508198249177
836,109.77887104584175
837,105.72073131687769
838,105.26101368553857
839,104.6355501559283
840,113.57097937107886
841,106.96717022045881
842,108.06405944347499
843,102.76507347907882
844,102.91920188609322
845,102.36248422960021
846,107.48963507889283
847,107.86613225856483
848,104.88602158201584
849,104.58572900490776
850,108.51862084725904
851,104.81898582917499
852,103.39317657396579
853,102.95581919755926
854,100.23933610238734
855,102.87268814921971
856,108.90695931445062
857,109.59348397757296
858,105.51459247588281
859,104.09480470541926
860,103.01512149992743
861,108.31506085459354
862,103.21247774993199
863,108.21239580005093
864,103.10672472406202
865,105.22685946655632
866,103.61556728253726
867,111.21757919937829
868,102.52513183294116
869,105.4134296652461
870,105.49864510064833
871,107.80057738810864
872,109.24887869591569
873,102.25471300129213
874,103.32386302210708
875,104.83783873919619
876,110.1312548609728
877,105.47430940727953
878,105.80837580177945
879,112.12109929862005
880,103.78561125921449
881,109.44535605387729
882,106.19864356960275
883,103.26091279212595
884,106.0357736639664
885,105.42259509182111
886,107.6751665660376
887,102.49120751380805
888,104.43205567856205
889,105.25794606569791
890,111.88352761354362
891,106.4078871577549
892,106.46665317679134
893,110.5698239512602
894,106.75044007959582
895,109.76507364364431
896,104.62174451224035
897,107.25128819093719
898,102.37908237812529
899,108.97627390236146
