Samples,Time
10,129.1046418283651
20,94.74354852626315
30,74.7784250747911
40,65.673519024971
50,59.300472546583855
60,51.14610112494945
70,51.49860557045277
80,45.69677590281947
90,44.19516172435022
100,40.891590215186326
110,40.09640405559385
120,38.66086453127705
130,37.06697160061344
140,36.336806630099815
150,34.42164753273556
160,34.15537966084133
170,31.90229433248835
180,30.717339382212927
190,30.212205330201517
200,30.57859847075336
210,28.392722043517274
220,28.494208819043365
230,29.001300535318084
240,27.211935127012858
250,26.540485131370044
260,25.838943393752004
270,26.378557522812585
280,25.210649464543213
290,25.059112504941854
300,23.387475151387665
310,24.442378932613504
320,23.146089287051268
330,22.321541136938272
340,23.096143209902554
350,22.08035145034616
360,22.903338206395812
370,21.444460165275547
380,21.378062490003394
390,21.19463014880282
400,21.759243800442068
410,20.943380228234002
420,20.69932581356255
430,19.986513343080926
440,20.455806884506057
450,20.054140073774825
460,19.28885291924645
470,18.934236735669565
480,19.45054883926759
490,18.318571911315505
500,18.256857670228786
510,18.42886302983945
520,17.82560873640066
530,18.299693155377092
540,17.975034846798952
550,17.616018012635365
560,17.98263051434265
570,17.634662716685206
580,17.414020867528144
590,17.49978578398292
600,17.07577583336407
610,16.84712847616185
620,16.756986869165022
630,17.47339374002039
640,15.530815652193853
650,16.898749028678854
660,16.227459518346798
670,16.689313798351467
680,15.798985769272328
690,16.068639715945295
700,16.251194802895867
710,15.515994704092822
720,15.90178062897674
730,15.062066724953858
740,15.339679687354685
750,15.048389882542587
760,15.384880905121635
770,14.6130375274066
780,15.588092090181426
790,15.284598292102443
800,14.064428734779574
810,14.212447286941453
820,15.165395283975792
830,14.391327375986055
840,14.928467215243902
850,14.857730561412936
860,14.282652010708176
870,13.606866103093756
880,14.093385010258842
890,14.119152659518363
900,14.270881417285525
910,13.55236623730223
920,14.134128838468627
930,13.91190872394965
940,13.658276110319347
950,13.276729117546381
960,13.849490148467586
970,13.93366468350493
980,13.53447131412338
990,13.251281526771264
1000,13.273478238887
1010,13.35455150479698
1020,13.274502449254221
1030,12.921530912347965
1040,12.424207883028373
1050,13.722699217795874
1060,12.871739511895312
1070,12.867073594356214
1080,12.75248917901314
1090,13.015803920465743
1100,12.698063524032566
1110,12.457851509941435
1120,12.876356988836633
1130,12.207153513437238
1140,12.869111777642994
1150,12.150336081184317
1160,12.305947356630627
1170,12.40039892009676
1180,12.1179334842083
1190,12.354887220389479
1200,12.273454514018136
1210,12.687920310822083
1220,12.100714558736286
1230,11.993656483650009
1240,12.230610584940827
1250,11.795695204152779
1260,12.167839707793204
1270,11.877584895639375
1280,11.876474103562241
1290,11.145164684055018
