Samples,Time
1300,11.205812675338917
1310,11.678369245216283
1320,11.901501160882509
1330,11.298365507245201
1340,11.735387479884746
1350,11.326954145523013
1360,11.169789463969638
1370,11.596778307128687
1380,11.48488661400262
1390,10.796737094029487
1400,11.728801681932797
1410,11.255381039952635
1420,10.734182463288054
1430,10.983480855596406
1440,11.238640348589666
1450,10.817916779307403
1460,11.1851690269441
1470,11.042066636492137
1480,11.536652497473924
1490,10.882877946572728
1500,10.82415754073098
1510,10.505759554677407
1520,10.395364693236198
1530,10.49700517566839
1540,10.456245641005232
1550,10.374857012668375
1560,10.669814354694479
1570,10.166292386772943
1580,11.085795013223136
1590,10.499594470977986
1600,10.42638773087196
1610,10.953835532975745
1620,10.347611723111834
1630,10.09513418063224
1640,10.138387532739316
1650,10.448630395588818
1660,10.305724271586591
1670,9.900705252101007
1680,10.149655602161749
1690,10.026527973013167
1700,10.93264904983535
1710,10.206078537136053
1720,10.484178996817171
1730,10.182600928744607
1740,9.906608539122889
1750,9.964472416212178
1760,10.219658234480363
1770,10.498662625593573
1780,10.18757712202846
1790,9.726953403874575
1800,9.804889035654803
1810,9.700349087648071
1820,9.86583534575917
1830,9.921587163105533
1840,9.675776811730518
1850,9.730816928744034
1860,9.977364481172062
1870,10.089447417277094
1880,9.831427858800362
1890,9.492802632256156
1900,9.77176206322626
1910,9.517795503897487
1920,10.011773094872675
1930,9.782696387672102
1940,9.075114555895999
1950,9.415417952506926
1960,9.73606035590285
1970,9.496566661262358
1980,9.538938733710031
1990,9.637684621193008
2000,9.15886431679222
2010,9.304854326096283
2020,9.402039096194143
2030,9.781373055449185
2040,9.230442595406219
2050,9.797456685426356
2060,9.791107440744552
2070,9.368342955440019
2080,9.087399022088773
2090,9.210177827468504
2100,9.061741517461195
2110,9.259461539066526
2120,9.279797749556211
2130,8.834762954066282
2140,9.16391878941274
2150,8.970028123018823
2160,9.056793709957432
2170,9.108441323464907
2180,8.901078061831045
2190,8.615214148058234
2200,8.749680158416565
2210,8.753549322279975
2220,9.205710247448643
2230,8.658006958661886
2240,9.108458658482768
2250,8.734872907088524
2260,8.739210611146255
2270,8.922349036726484
2280,8.432401281029772
2290,8.869655256128935
2300,8.959791506767527
2310,8.80607610232526
2320,9.05226004413232
2330,8.381469940061303
2340,8.461000788365647
2350,9.04856621319046
2360,8.57524697731621
2370,8.77092464766771
2380,8.551829497592733
2390,8.598715762162517
2400,8.839026540483696
2410,8.801417816260015
2420,8.265971075717665
2430,8.609826423394367
2440,8.316429100152847
2450,8.49252303273948
2460,8.640517309520975
2470,8.439870169032115
2480,8.377906317024829
2490,8.153961635845747
2500,8.701660468324308
2510,8.559197359942278
2520,8.364889909869397
2530,8.657905078619459
2540,8.482594316151411
2550,7.801601085090667
2560,8.383097939640175
2570,8.10757923142244
2580,8.322777168877616
2590,8.84669285949555
2600,8.366092522107405
2610,8.436529737677702
2620,8.215748613496265
2630,8.326115679898008
2640,8.274192950967397
2650,8.086456619268763
2660,8.359922190454808
2670,8.471197625402723
2680,8.182105495446383
2690,7.875546805576219
2700,7.828722336035631
2710,8.12650861775563
2720,7.87510412356186
2730,8.047976747783427
2740,7.972287957863534
2750,7.6949338708468895
2760,7.6836618692980165
2770,8.216247750947728
2780,8.097195872657501
2790,8.224978756800537
2800,7.996798769304716
2810,7.823763909975636
2820,8.069327413204219
2830,8.13471003277811
2840,7.923634896536157
2850,7.768089217762429
2860,7.87670302856364
2870,7.790139609059194
2880,7.725423447182999
2890,7.901883826848793
2900,7.710025462832118
2910,7.510509483883647
2920,7.6702033724222956
2930,7.847052349632922
2940,7.787807388210573
2950,7.714772168088369
2960,7.592899055027641
2970,7.655128127666553
2980,7.440556361788214
2990,7.900601215872397
3000,7.9599198681901555
3010,7.859542939338082
3020,7.728780145661093
3030,7.3618557305400065
3040,7.980491318651643
3050,7.91328056351638
3060,7.3095182991447905
3070,7.524470161215663
3080,7.732093390143404
3090,7.683862576183845
3100,7.514803248685067
3110,7.4164819947802
3120,7.707973936195286
3130,7.437695517361867
3140,7.58526432246744
3150,7.435499593186053
3160,7.469079134321687
3170,7.5966386352927895
3180,7.376925698347232
3190,7.401106204823242
3200,7.337464895320108
3210,7.514788158137117
3220,7.6269221121229345
3230,7.458059332287222
3240,7.206278769013712
3250,7.353613736641318
3260,7.4455160223464745
3270,7.11244917828808
3280,7.000039254677467
3290,7.468262500775456
3300,7.267876473917134
3310,6.9908802987645755
3320,7.344649247331204
3330,7.384767139624766
3340,7.6755939027025955
3350,7.066180163527559
3360,7.259726776884913
3370,7.1332119721962215
3380,7.395247250935634
3390,7.304272191335312
3400,7.2573760862433385
3410,7.098829516683469
3420,7.239660617568514
3430,7.200974012108276
3440,7.063512335536829
3450,7.162740520166548
3460,7.31953155072376
3470,7.362507296423079
3480,7.022244118537349
3490,7.184985991557977
3500,7.035465793093912
3510,7.13958688795238
3520,7.112765498676092
3530,6.968456994125358
3540,6.975688517493665
3550,7.290760467895526
3560,7.093
