Bootstraps,Error
4,104.42931058195555
5,105.47468543995265
6,101.61303863311743
7,102.15322693404966
8,100.06958662445048
9,98.8433484476545
10,98.68563907861135
11,93.70509143345409
12,95.75977872219579
13,98.9987106083097
14,96.51109635554118
15,96.0651320291202
16,97.48532393437539
17,95.23924362052553
18,94.53349906263385
19,98.93126642981146
20,94.6071397997738
21,91.28562032974516
22,93.49612436437886
23,95.59825090541668
24,92.28787665022598
25,99.29625434238916
26,93.16177327319319
27,92.55908090352023
28,94.32063199785932
29,91.58853062749084
30,90.31834546982911
31,93.6558885795934
32,94.48120481723194
33,95.24639610192727
34,94.56275441884827
35,92.28603451435642
36,94.1610042085093
37,95.57206067143397
38,94.90306123667169
39,93.55915196193246
40,92.04727499949131
41,90.85449493894151
42,93.03923554345269
43,91.52279444516284
44,93.07135980362168
45,95.57389462207452
46,92.7535720587918
47,92.6036303894313
48,91.62582207931588
49,90.87500164804885
50,91.85890444210875
51,91.23769326068306
52,92.44789877871311
53,94.30943778712475
54,94.79045702382548
55,90.56750040220177
56,95.06141717845078
57,97.35695091096095
58,93.56494954963968
59,91.45467538209611
60,94.2892428906053
61,94.51205603749119
62,95.6469204796848
63,95.6841306203948
64,87.28153220103437
65,92.49552276174063
66,96.96298652092707
67,94.67383841652499
68,93.48388319749641
69,88.62412719777522
70,96.12976046214925
71,90.58989352947074
72,93.210680495727
73,92.08819162910815
74,98.55587398245716
75,91.29798075863314
76,96.02744363313651
77,92.18247921721463
78,95.76659603915284
79,94.96360930396207
80,92.71897983175269
81,91.94289431872394
82,94.8125875065059
83,89.63090865818258
84,93.63835393697985
85,91.53659143111487
86,93.82869203102388
87,95.40435728323017
88,92.82225635570286
89,93.58123653512936
90,91.05025999102523
91,91.53233052996883
92,91.58757701659772
93,91.26910174669324
94,89.90366198000683
95,92.36038808023274
96,89.9857596935905
97,92.57279931195585
98,95.97596130441286
99,94.08719340919495
100,90.85349597408066
101,91.31122937043406
102,96.10458487496827
103,89.43449141872263
104,99.1382986591679
105,87.98094232036024
106,94.11270320234914
107,94.83190757164742
108,93.98805069486662
109,91.26993944031615
110,89.69106811769264
111,93.72211260820795
112,91.76155036144766
113,92.46793092584225
114,94.50031708077142
115,94.0628071154951
116,91.68866540117429
117,92.47759723769579
118,91.45947022162716
119,93.31529220168598
120,96.00241473241978
121,96.6273979175559
122,93.6101251664348
123,92.23400936099328
124,93.12071915584094
125,93.96605756043571
126,90.81175701881982
127,92.54312256296217
128,90.60017419544262
129,91.92125102955241
130,94.3925524770591
131,92.70256639526886
132,91.81378860375303
133,89.29632845114288
134,91.25797180818329
135,94.91645019095822
